Year,Month,Venue,Quiz,Team,Franchise,Score,Position,Place
2014,11,1,q2014-11-1,I Love VHS,,40,19,19
2013,8,1,q2013-8-1,I Loved You In Wall Street,,40,17,17
2012,4,3,q2012-4-3,I Predict A Riot,,57.5,2,2
2012,9,1,q2012-9-1,I Roger Rabbits!,,46,15,15
2015,7,2,q2015-7-2,I Shot The (Omar) Sharif,,43.5,9,9
2014,12,1,q2014-12-1,I Shot William H. Macy,,23,31,31
2014,7,1,q2014-7-1,I Shot William H. Macy,,20.5,24,24
2012,1,1,q2012-1-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,49.5,8,7
2012,2,1,q2012-2-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,46.5,14,14
2012,5,1,q2012-5-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,52,7,7
2012,6,1,q2012-6-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,42,11,11
2012,7,1,q2012-7-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,49,8,8
2012,9,1,q2012-9-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,44.5,16,16
2013,10,1,q2013-10-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,50.5,11,11
2013,1,1,q2013-1-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,33,14,14
2013,3,1,q2013-3-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,44,8,8
2013,7,1,q2013-7-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,52,10,10
2014,10,1,q2014-10-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,42,15,15
2015,3,1,q2015-3-1,I Spit On Your Sister's Face,I Spit On Your Sister's Face,42.5,25,24
2012,12,1,q2012-12-1,I Spit On Your Sister's Festive Face,I Spit On Your Sister's Face,59,3,3
2013,12,1,q2013-12-1,I Spit On Your Sister's Festive Face,I Spit On Your Sister's Face,53,6,6
2014,12,1,q2014-12-1,I Spit On Your Sister's Festive Face,I Spit On Your Sister's Face,48,15,15
2012,4,1,q2012-4-1,I Spit On Your Sister's Robotic Face,I Spit On Your Sister's Face,45.5,9,9
2012,5,3,q2012-5-3,I Wish It Was A Disney Night,,41.5,5,5
2014,8,2,q2014-8-2,"I Wouldn’t Have The Gravy, We’ve Had Complaints",,57.5,6,5
2014,8,3,q2014-8-3,"I, Fogle",,38.5,20,20
2012,4,1,q2012-4-1,I.B.M.,,42,11,11
2013,1,2,q2013-1-2,I’ll Shut Your Butt Down!,,39.5,13,13
2015,1,3,q2015-1-3,I’m The Mary,,41,16,15
2014,7,1,q2014-7-1,"I’ve Got A Massive Boat, And What?",,31,20,20
2013,1,3,q2013-1-3,Ice To See You,,44.5,6,6
2014,5,1,q2014-5-1,Icy Dead People,,45,15,14
2013,10,1,q2013-10-1,"If They Don’t Work, Shake ‘Em",,43.5,18,18
2013,12,3,q2013-12-3,"If You Want A DVD, I’ve Got Some For Sale",,47.5,8,8
2012,9,3,q2012-9-3,Ill-Tempered Sea Bass,,34.5,14,14
2012,8,1,q2012-8-1,I'm Feeling Very Olympic Tonight,,33.5,16,16
2012,8,1,q2012-8-1,I'm Ron Burgundy?,,33,17,17
2014,3,3,q2014-3-3,In Cold Hackney,,40,18,18
2014,10,3,q2014-10-3,In Diana Jones & The Temple Of Poon,,50.5,7,7
2013,1,3,q2013-1-3,In First Place,,27,21,21
2013,5,1,q2013-5-1,In Last Place,,31,19,19
2014,2,2,q2014-2-2,Incompotent Basterds,,38.5,14,14
2013,1,2,q2013-1-2,Independence Pun,,30.5,17,17
2015,2,1,q2015-2-1,Inherent Lice,,44,19,18
2012,10,1,q2012-10-1,Insert Pun Here,Insert Pun Here,37.5,15,15
2012,11,1,q2012-11-1,Insert Pun Here,Insert Pun Here,32.5,22,22
2012,12,3,q2012-12-3,Insert Pun Here,Insert Pun Here,55,1,1
2012,6,3,q2012-6-3,Insert Pun Here,Insert Pun Here,45.5,2,2
2012,7,3,q2012-7-3,Insert Pun Here,Insert Pun Here,50.5,2,2
2012,8,3,q2012-8-3,Insert Pun Here,Insert Pun Here,46,4,4
2012,9,3,q2012-9-3,Insert Pun Here,Insert Pun Here,43.5,8,8
2013,5,2,q2013-5-2,Inside Commission,,50.5,6,6
2014,9,2,q2014-9-2,Internationale Ritzy Bandits,,24,19,19
2013,11,1,q2013-11-1,Irreversable 2: The Quickening,,47,9,8
2014,8,2,q2014-8-2,Isabelle & David,,33,20,20
2014,10,1,q2014-10-1,Islamic Steak,,29,28,28
2013,1,1,q2013-1-1,It Looked Easy On The Website...,,31.5,16,16
2013,9,1,q2013-9-1,It’s Dylan’s Birthday,,49,8,8
2014,9,1,q2014-9-1,It’s Not A Tumor!,,52,6,6
2013,6,1,q2013-6-1,It’s Not My Tricks It’s My Illusion,,40,13,12
2012,6,2,q2012-6-2,It’s The Hope I Can’t Stand,,48,5,5
2012,12,1,q2012-12-1,Italian Job,,40,16,16
2012,10,1,q2012-10-1,It's Our Time Down Here,,51,4,4
2012,5,3,q2012-5-3,Jack & Frankie,,27,11,11
2012,11,1,q2012-11-1,Jack Reacharound,,40.5,16,16
2013,1,3,q2013-1-3,Jack Reacheround,,56,1,1
2014,2,1,q2014-2-1,Jack’s Raging Gallbladder,,35,26,26
2014,7,2,q2014-7-2,Jake Gyllenhaal’s Confusing Secretary-Watching Erection,,40,12,12
2014,3,2,q2014-3-2,James,,41,14,14
2013,6,2,q2013-6-2,James Gandalf-Teamy,,43,11,11
2013,7,1,q2013-7-1,James Gandol-finé,,58,3,3
2012,7,3,q2012-7-3,James Taylor Fan Club,,25.5,13,13
2012,9,1,q2012-9-1,Jaws: Out On Blu-Ray Now,,57.5,2,2
2014,8,3,q2014-8-3,Jay & Silent Mark,,44.5,17,17
2014,6,1,q2014-6-1,Jay Zee,,22.5,31,31
2014,5,3,q2014-5-3,Jay-Z: Sister Wacked,,53.5,8,8
2014,3,1,q2014-3-1,Jeepers Creepers,,41.5,24,24
2015,4,1,q2015-4-1,Jem + The Lolograms,,42.5,24,24
2015,9,3,q2015-9-3,Jeremy Corbin's Clear And Present Danger,,46.5,11,11
2015,1,2,q2015-1-2,Jeremy Irons - or Does He?,,41.5,10,10
2013,1,2,q2013-1-2,Jeremy Irons! (Zero Dark Flirty…),,44.5,9,8
2015,8,3,q2015-8-3,Jerry Bruckheimer Presents: Michael Bay's Gundingo 2: Crime & Gunishment,,49.5,11,10
2013,2,2,q2013-2-2,Jiggy Beasts Of The Southern Wild,,37,18,17
2012,10,1,q2012-10-1,Jimmy Fiddler On The Roof,,62,1,1
2013,4,3,q2013-4-3,Jimmy Savile Would Have Been A Belieber,,43.5,12,12
2012,12,3,q2012-12-3,Jimmy Saville: The Phantom Menace,,43,15,15
2013,12,3,q2013-12-3,Joey Ho Ho Ho! Junior Shabadoo,Joey Jo Jo Junior Shabadoo,58.5,2,2
2012,10,3,q2012-10-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,47.5,6,6
2012,11,3,q2012-11-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,50.5,5,5
2013,10,3,q2013-10-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,53.5,3,3
2013,11,3,q2013-11-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,59,1,1
2013,5,3,q2013-5-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,60,1,1
2013,9,3,q2013-9-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,53,1,1
2014,11,3,q2014-11-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,52,5,5
2014,12,3,q2014-12-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,52,7,7
2014,3,3,q2014-3-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,59.5,4,4
2014,4,3,q2014-4-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,46,16,16
2014,7,3,q2014-7-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,52.5,4,4
2014,8,3,q2014-8-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,58,7,7
2015,1,3,q2015-1-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,56.5,2,2
2015,6,3,q2015-6-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,59,2,2
2015,7,3,q2015-7-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,44.5,7,7
2015,8,1,q2015-8-1,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,61,4,3
2015,9,3,q2015-9-3,Joey Jo Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,53,5,5
2014,5,3,q2014-5-3,Joey Joe Joe Junior Shaba Doo!,Joey Jo Jo Junior Shabadoo,57.5,4,4
2012,12,3,q2012-12-3,Joey Joe-Joe Junior Shabadoo,Joey Jo Jo Junior Shabadoo,55,2,1
2013,3,3,q2013-3-3,Joey Jojo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,56.5,4,3
2013,4,3,q2013-4-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,55,3,3
2013,7,3,q2013-7-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,55,4,4
2013,8,3,q2013-8-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,60,2,2
2014,2,3,q2014-2-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,58.5,2,2
2015,2,3,q2015-2-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,60,1,1
2015,4,3,q2015-4-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,54,5,4
2015,5,3,q2015-5-3,Joey Jo-Jo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,58,2,2
2015,3,2,q2015-3-2,Joey Solo Junior Shabadoo,Joey Jo Jo Junior Shabadoo,38.5,13,13
2015,7,3,q2015-7-3,John Fashion And The Rug Burns,,42.5,9,9
2014,2,2,q2014-2-2,John McLaine,,32.5,17,17
2013,3,3,q2013-3-3,John’s Carpenters,,43,17,17
2015,9,2,q2015-9-2,"Jude's Finally Seen Jaws, So She Gets The Whole 'Bigger Boat' Thing Now",,56.5,3,3
2013,12,2,q2013-12-2,Jules & Vincent,,25,19,19
2015,5,1,q2015-5-1,Jules et Jim,,19,30,30
2015,3,1,q2015-3-1,Jurassic Park,,50,11,11
2012,10,2,q2012-10-2,Jurassic Parp,Jurassic Parp,46,5,3
2012,11,2,q2012-11-2,Jurassic Parp,Jurassic Parp,47.5,8,8
2012,4,2,q2012-4-2,Jurassic Parp,Jurassic Parp,50,7,7
2012,7,2,q2012-7-2,Jurassic Parp,Jurassic Parp,50,5,5
2012,9,2,q2012-9-2,Jurassic Parp,Jurassic Parp,46,5,5
2013,10,2,q2013-10-2,Jurassic Parp,Jurassic Parp,45,12,12
2013,11,2,q2013-11-2,Jurassic Parp,Jurassic Parp,46.5,9,8
2013,12,2,q2013-12-2,Jurassic Parp,Jurassic Parp,40,10,10
2013,3,2,q2013-3-2,Jurassic Parp,Jurassic Parp,44.5,10,10
2013,6,2,q2013-6-2,Jurassic Parp,Jurassic Parp,51,6,6
2013,7,2,q2013-7-2,Jurassic Parp,Jurassic Parp,48.5,13,12
2013,8,2,q2013-8-2,Jurassic Parp,Jurassic Parp,54.5,6,6
2014,10,2,q2014-10-2,Jurassic Parp,Jurassic Parp,51.5,5,5
2014,11,2,q2014-11-2,Jurassic Parp,Jurassic Parp,53,5,5
2014,3,2,q2014-3-2,Jurassic Parp,Jurassic Parp,46.5,12,12
2014,5,2,q2014-5-2,Jurassic Parp,Jurassic Parp,52,6,6
2014,7,2,q2014-7-2,Jurassic Parp,Jurassic Parp,46,7,7
2014,8,2,q2014-8-2,Jurassic Parp,Jurassic Parp,59.5,3,3
2014,9,2,q2014-9-2,Jurassic Parp,Jurassic Parp,53.5,5,5
2015,1,2,q2015-1-2,Jurassic Parp,Jurassic Parp,48.5,8,8
2015,4,2,q2015-4-2,Jurassic Parp,Jurassic Parp,55.5,6,6
2015,5,2,q2015-5-2,Jurassic Parp,Jurassic Parp,54.5,6,6
2015,9,2,q2015-9-2,Jurassic Parp,Jurassic Parp,55,4,4
2012,8,2,q2012-8-2,Jurassic Parp II: The Last Whiff,Jurassic Parp,44,10,10
2015,8,1,q2015-8-1,Jurassic 'Tufnell' Park,,25,34,34
2015,6,2,q2015-6-2,Jurassic World Of Pain,,43,16,16
2015,6,3,q2015-6-3,Jurassic World or Alton Towers? Take Your Chances,,53.5,5,5
2014,2,1,q2014-2-1,Just Might Lose,,54,5,5
2013,2,3,q2013-2-3,Justin Says NO!!!,,33,17,17
2015,4,1,q2015-4-1,K+S Allstars,,26.5,32,32
2012,11,2,q2012-11-2,KABLOOEY!!!,,53.5,3,3
2014,5,2,q2014-5-2,Kamandos,,50,8,8
2012,12,1,q2012-12-1,Kate & Will's Baby Face Predictions,,41.5,14,14
2013,1,1,q2013-1-1,Kate Ryan’s Craic,,34,12,12
2012,11,1,q2012-11-1,Kate Ryan's Craic,,39,19,19
2012,12,1,q2012-12-1,Kate Ryan's Craic,,33,21,21
2015,8,3,q2015-8-3,Kate Winsalot,,54,6,6
2015,2,2,q2015-2-2,Keaton's Acceptance Speech,,55,5,5
2014,4,1,q2014-4-1,Kelly’s Heroes,,31,26,26
2015,2,1,q2015-2-1,Kentish Town Ain’t Big Enough For The Both Of Us,,45,17,17
2015,4,1,q2015-4-1,Kentish Town When It Sizzles,,30,31,31
2013,4,3,q2013-4-3,Kevin Costner’s Women,,46,9,9
2014,12,1,q2014-12-1,Khaaaaaaaaaaaaaaaaaaaaaaan!,,34.5,27,27
2012,5,2,q2012-5-2,Kickass,,40.5,11,11
2012,1,1,q2012-1-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,49,10,10
2012,11,1,q2012-11-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,50.5,5,5
2012,2,1,q2012-2-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,57.5,4,4
2012,3,1,q2012-3-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,46,8,8
2012,4,1,q2012-4-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,53,2,2
2012,5,1,q2012-5-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,49.5,9,9
2012,6,1,q2012-6-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,43,10,10
2012,7,1,q2012-7-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,50,7,6
2012,8,1,q2012-8-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,51,5,5
2012,9,1,q2012-9-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,48.5,10,10
2013,10,1,q2013-10-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,53,9,8
2013,1,1,q2013-1-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,51.5,3,3
2013,11,1,q2013-11-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,47.5,7,7
2013,12,1,q2013-12-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,43.5,17,17
2013,3,1,q2013-3-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,44.5,7,7
2013,7,1,q2013-7-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,54.5,6,6
2013,8,1,q2013-8-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,54,6,5
2013,9,1,q2013-9-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,49,9,8
2014,4,2,q2014-4-2,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,55,3,3
2014,6,2,q2014-6-2,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,51.5,10,10
2014,7,3,q2014-7-3,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,47.5,7,7
2014,8,3,q2014-8-3,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,59,5,5
2014,9,3,q2014-9-3,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,49.5,8,8
2015,10,1,q2015-10-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,46,12,12
2015,5,3,q2015-5-3,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,51,7,6
2015,6,3,q2015-6-3,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,51,9,9
2015,9,1,q2015-9-1,Kiddie Fiddler On The Roof,Kiddie Fiddler On The Roof,44,13,13
2013,3,1,q2013-3-1,Killing Me Won’t Bring Back Your Goddamn Honey,,42,11,10
2013,7,2,q2013-7-2,Killing Me Won’t Bring Back Your Goddamned Honey!,,44.5,16,16
2013,1,3,q2013-1-3,Kim & Gary,,19,22,22
2015,4,2,q2015-4-2,King Of The Swingers,,44.5,12,12
2013,12,2,q2013-12-2,Kirk & Spock,,26,18,18
2014,2,3,q2014-2-3,Kiss My Lucky Egg,,32,18,18
2014,12,1,q2014-12-1,Kissing Jessica Fletcher,Kissing Jessica Fletcher,48,16,15
2015,1,1,q2015-1-1,Kissing Jessica Fletcher,Kissing Jessica Fletcher,31,22,22
2015,2,1,q2015-2-1,Kissing Jessica Fletcher,Kissing Jessica Fletcher,33,28,28
2015,4,1,q2015-4-1,Kissing Jessica Fletcher,Kissing Jessica Fletcher,47,20,20
2015,8,1,q2015-8-1,Kissing Jessica Fletcher,Kissing Jessica Fletcher,43.5,23,23
2013,9,3,q2013-9-3,KKPeanuts,,50,3,2
2015,1,2,q2015-1-2,Knee Benders,,49,6,6
2013,8,2,q2013-8-2,Knights Who Say Ni!,,40,12,12
2012,7,1,q2012-7-1,Kramer vs Kramer vs Predator,,37,19,19
2015,2,1,q2015-2-1,Kung Five Kunts,,49,11,10
2015,4,1,q2015-4-1,La Petite Salope,,52.5,15,15
2015,1,3,q2015-1-3,Lacking A Certain Set Of Skills,,38.5,17,17
2014,12,1,q2014-12-1,Lamb Duck,,55,7,7
2014,3,2,q2014-3-2,Lasarus,,40.5,15,15
2014,8,2,q2014-8-2,Last But Not Least,,53.5,11,11
2015,9,1,q2015-9-1,Last House On The Wes,,60,1,1
2013,4,3,q2013-4-3,"Last In January, Last In February, Last In March...",,16.5,24,24
2012,7,1,q2012-7-1,Last Month's Winners,,35,22,22
2012,3,1,q2012-3-1,Last Orders,,53.5,3,3
2013,11,1,q2013-11-1,Last Place,,26,16,16
2013,11,1,q2013-11-1,Laura & The Airheads,,34.5,14,14
2013,5,1,q2013-5-1,Laura’s Scared Of Pacman,,52.5,9,9
2014,7,3,q2014-7-3,Lawrence Of A Labia,,51,5,5
2012,7,3,q2012-7-3,Leather Daddies,,28,10,10
2015,4,2,q2015-4-2,Lee Sharp's Irish Harps,,29,21,21
2014,4,1,q2014-4-1,"Lee’s 27th! Bigger, Blacker and Uncut!",,54,7,6
2012,10,3,q2012-10-3,"Left Side, Strong Side",,37,14,14
2012,4,2,q2012-4-2,Leon’s Turtle Response,,59.5,1,1
2012,6,2,q2012-6-2,Les Dawson’s Creek,,58,1,1
2012,12,1,q2012-12-1,Les Jizz-Érables,,51,5,5
2015,7,2,q2015-7-2,Less Than Zero,,40.5,13,13
2012,11,3,q2012-11-3,"Let Off Some Steam, Bennett",,52.5,3,3
2015,3,3,q2015-3-3,Let's All Meet Up In The Death Race 2000,,37,16,16
2012,4,1,q2012-4-1,Life Finds A Way,,31.5,17,17
2014,2,3,q2014-2-3,Life Finds A Way!,,36,16,16
2013,10,3,q2013-10-3,Life Is Like A Box Of Diabetic Chocolates,,54.5,2,2
2013,1,1,q2013-1-1,Life of 3.14159265359,,47.5,5,5
2012,4,2,q2012-4-2,Lights Out Meatball,,48,10,10
2014,11,1,q2014-11-1,Lights! Camera! Action Veasey!,,57,7,6
2013,2,3,q2013-2-3,Lincoln Unchained (The Second ‘L’ Is Silent),,30,20,20
2015,10,1,q2015-10-1,Little Lebowski Suburban Achievers,Little Lebowski Suburban Achievers,36.5,20,20
2015,5,1,q2015-5-1,Little Lebowski Suburban Achievers,Little Lebowski Suburban Achievers,53,12,12
2015,8,1,q2015-8-1,Little Lebowski Suburban Achievers,Little Lebowski Suburban Achievers,43,26,24
2015,9,1,q2015-9-1,Little Lebowski Suburban Achievers,Little Lebowski Suburban Achievers,43,14,14
2014,2,1,q2014-2-1,Little Lebowski Urban Achievers,Little Lebowski Suburban Achievers,31,27,27
2014,6,1,q2014-6-1,Living La Vida Loki,,39.5,24,24
2015,8,1,q2015-8-1,Liz Hurled,,53,13,12
2014,8,1,q2014-8-1,L-J + Simon,,18.5,33,33
2012,9,3,q2012-9-3,LL Cool Shark,,55.5,3,3
2015,7,3,q2015-7-3,LOBO,,35,21,21
2013,7,2,q2013-7-2,Lock Stock And Two Smoking Donuts,,53,6,6
2013,10,3,q2013-10-3,Lolloping Whales,,37,13,13
2015,9,1,q2015-9-1,Lolz,,30,22,22
2014,12,3,q2014-12-3,London Calling,,35.5,16,16
2013,3,1,q2013-3-1,"Long Time, No Arse To Mouth",,37.5,19,19
2013,12,1,q2013-12-1,Los Pollos Hermanos,,37,24,24
2013,11,3,q2013-11-3,Lost Cause,,29,16,16
2012,3,1,q2012-3-1,Mace Windu Has A Purple One,Mace Windu's Got a Purple One,36,16,16
2013,1,1,q2013-1-1,Mace Windu Has a Purple One,Mace Windu's Got a Purple One,29.5,19,19
2012,10,1,q2012-10-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,39,13,13
2012,1,1,q2012-1-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,40.5,14,14
2012,2,1,q2012-2-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,41.5,19,19
2012,5,1,q2012-5-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,37.5,17,17
2012,6,1,q2012-6-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,39,14,14
2012,7,1,q2012-7-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,37,20,19
2012,8,1,q2012-8-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,37,11,11
2012,9,1,q2012-9-1,Mace Windu's Got a Purple One,Mace Windu's Got a Purple One,38.5,21,21
2012,11,1,q2012-11-1,Macguffin,,43,11,11
2014,4,2,q2014-4-2,Mad Max Clifford’s Got A Tiny Dick,,51,4,4
2013,10,2,q2013-10-2,Magic Hour,,43,15,15
2014,10,1,q2014-10-1,Magnificent Defeat,,16,32,32
2015,7,3,q2015-7-3,Mainframe,,29,23,23
2012,1,1,q2012-1-1,Makes Me Wish I Had Three Hands,,31.5,17,17
2014,8,2,q2014-8-2,Making Everyone Else Look Good,,28,22,22
2012,2,1,q2012-2-1,Man Like Dog,,50,10,10
2013,6,1,q2013-6-1,Man Of David Steele,,42,10,10
2013,12,2,q2013-12-2,Man On The Sauce,,28,17,17
2013,7,1,q2013-7-1,Man On The Sauce,,42.5,16,16
2014,2,1,q2014-2-1,Man On The Sauce,,27.5,29,29
2013,10,3,q2013-10-3,Manic St Practitioners,Manic Street Practitioners,34,14,14
2013,11,3,q2013-11-3,Manic St Practitioners,Manic Street Practitioners,34.5,15,15
2014,11,3,q2014-11-3,Manic St Practitioners,Manic Street Practitioners,33,23,23
2015,7,3,q2015-7-3,Manic St Practitioners,Manic Street Practitioners,28,24,24
2012,12,3,q2012-12-3,Manic Street Clinicians,Manic Street Practitioners,43.5,14,14
2013,1,3,q2013-1-3,Manic Street Practioners,Manic Street Practitioners,28,20,20
2013,12,3,q2013-12-3,Manic Street Practitioners,Manic Street Practitioners,21.5,17,17
2013,2,3,q2013-2-3,Manic Street Practitioners,Manic Street Practitioners,33,18,17
2013,3,3,q2013-3-3,Manic Street Practitioners,Manic Street Practitioners,29,24,24
2013,4,3,q2013-4-3,Manic Street Practitioners,Manic Street Practitioners,36,22,22
2013,5,3,q2013-5-3,Manic Street Practitioners,Manic Street Practitioners,25.5,21,21
2013,7,3,q2013-7-3,Manic Street Practitioners,Manic Street Practitioners,46,15,15
2014,10,3,q2014-10-3,Manic Street Practitioners,Manic Street Practitioners,31.5,20,20
2014,12,3,q2014-12-3,Manic Street Practitioners,Manic Street Practitioners,26,21,20
2014,2,3,q2014-2-3,Manic Street Practitioners,Manic Street Practitioners,23,26,26
2014,3,3,q2014-3-3,Manic Street Practitioners,Manic Street Practitioners,38,20,20
2014,4,3,q2014-4-3,Manic Street Practitioners,Manic Street Practitioners,40,18,18
2014,7,3,q2014-7-3,Manic Street Practitioners,Manic Street Practitioners,35,22,22
2014,8,3,q2014-8-3,Manic Street Practitioners,Manic Street Practitioners,30,26,26
2014,9,3,q2014-9-3,Manic Street Practitioners,Manic Street Practitioners,33,19,19
2015,1,3,q2015-1-3,Manic Street Practitioners,Manic Street Practitioners,38.5,18,17
2015,2,3,q2015-2-3,Manic Street Practitioners,Manic Street Practitioners,37,23,22
2015,3,3,q2015-3-3,Manic Street Practitioners,Manic Street Practitioners,36,17,17
2015,4,3,q2015-4-3,Manic Street Practitioners,Manic Street Practitioners,45,16,14
2015,5,3,q2015-5-3,Manic Street Practitioners,Manic Street Practitioners,32,18,18
2015,6,3,q2015-6-3,Manic Street Practitioners,Manic Street Practitioners,49.5,13,13
2015,8,3,q2015-8-3,Manic Street Practitioners,Manic Street Practitioners,38,16,16
2015,9,3,q2015-9-3,Manic Street Practitioners,Manic Street Practitioners,34,16,16
2012,2,1,q2012-2-1,Marathon Men,,48.5,11,11
2014,2,2,q2014-2-2,Marky Mark Hates Unicorns,,45,10,10
2015,2,1,q2015-2-1,Martin Four-sese,,46,15,15
2013,9,1,q2013-9-1,Martin Scores-Easy,,42,19,19
2014,4,1,q2014-4-1,Mary Lee,,45,14,14
2014,6,1,q2014-6-1,Mary Lee,,36.5,29,29
2014,11,1,q2014-11-1,Mary Lee & The Blood-sucking Lawyer,Mary Lee & The Bloodsucking Lawyers,45,15,15
2015,1,1,q2015-1-1,Mary Lee & The Bloodsucking Lawyers,Mary Lee & The Bloodsucking Lawyers,47,11,10
2015,5,1,q2015-5-1,Mary Lee & The Bloodsucking Lawyers,Mary Lee & The Bloodsucking Lawyers,40,23,23
2014,10,1,q2014-10-1,Mary-Lee,,46.5,12,12
2015,4,1,q2015-4-1,Mary-Lee And The Blood-Sucking Lawyers,Mary Lee & The Bloodsucking Lawyers,43,23,23
2015,8,1,q2015-8-1,Mary-Lee And The Blood-Sucking Lawyers,Mary Lee & The Bloodsucking Lawyers,50,19,19
2012,5,3,q2012-5-3,Master Blaster,,43,4,4
2014,11,1,q2014-11-1,"Mathieu Flamini, Their",,31,28,28
2014,9,1,q2014-9-1,May The Schwartz Be With You,,40,24,23
2012,12,2,q2012-12-2,Mayan Apocalypse Now!,,47.5,5,5
2012,8,1,q2012-8-1,Maybe Next Time,,20,19,19
2015,1,3,q2015-1-3,Mean Girls,,32,24,24
2014,3,1,q2014-3-1,Meaty Fists,,43,23,22
2013,6,1,q2013-6-1,Mega Llama vs Giant Earthworm,,19,17,17
2012,9,1,q2012-9-1,Mega Sharts vs Giant Octo-Piss,,44.5,17,16
2015,4,3,q2015-4-3,Megabrain And The Answerers,,48,13,11
2013,12,2,q2013-12-2,Merry Christmas Ya Filthy Animals,,24,20,20
2014,12,1,q2014-12-1,Merry Lee & The Bloodsucking Lawyers,,39.5,23,23
