Year,Month,Venue,Quiz,Team,Franchise,Score,Position,Place
2014,5,1,q2014-5-1,Duelling Dolphins,,38,21,21
2015,6,2,q2015-6-2,Dumb & Dumber,,44.5,14,14
2015,8,2,q2015-8-2,Dumb & Dumber,,41.5,10,10
2012,8,2,q2012-8-2,"Dumb, Dumber & Dumbest",,43,12,12
2015,8,1,q2015-8-1,Dummer Blockbusters,,43,24,24
2014,7,1,q2014-7-1,E = MC Hammer,,37.5,13,13
2014,10,2,q2014-10-2,E.T. - Phone A Friend,,43.5,8,8
2014,10,1,q2014-10-1,E.T. Phone A Friend,,30.5,24,24
2014,6,1,q2014-6-1,E=MC Hammered,,38,26,26
2014,11,3,q2014-11-3,Earth Girls Are Easy,,44,14,13
2013,9,3,q2013-9-3,Easy As ABC,,22.5,19,19
2013,4,3,q2013-4-3,Ed,,41,17,16
2014,5,1,q2014-5-1,Eddie Valiant’s Cartoon Bullets,,52.5,9,9
2012,4,3,q2012-4-3,Edward Furlong's Career,,54.5,3,3
2014,3,1,q2014-3-1,"Egon, Oh I, Oh I, I Better Learn How To Face It, Egon...",,45,18,18
2012,10,1,q2012-10-1,Eight Heathers,,43.5,11,11
2014,2,1,q2014-2-1,Eight Men & A Lady,,47,12,11
2014,9,3,q2014-9-3,El Dude Brothers,,31,21,21
2015,3,1,q2015-3-1,Eleanor McLoughlin…,,27,30,30
2013,9,3,q2013-9-3,Elementary Mistakes...,,43.5,11,11
2014,9,3,q2014-9-3,Elite Hunters,,50,7,6
2012,11,3,q2012-11-3,Elite Hunting,Elite Hunting,42,20,20
2012,5,2,q2012-5-2,Elite Hunting,Elite Hunting,25.5,17,17
2013,11,3,q2013-11-3,Elite Hunting,Elite Hunting,46,9,9
2013,12,3,q2013-12-3,Elite Hunting,Elite Hunting,55.5,3,3
2013,4,3,q2013-4-3,Elite Hunting,Elite Hunting,30,23,23
2013,6,2,q2013-6-2,Elite Hunting,Elite Hunting,41,14,14
2013,7,2,q2013-7-2,Elite Hunting,Elite Hunting,45,14,14
2013,8,3,q2013-8-3,Elite Hunting,Elite Hunting,53,7,6
2013,9,3,q2013-9-3,Elite Hunting,Elite Hunting,38.5,15,15
2014,10,3,q2014-10-3,Elite Hunting,Elite Hunting,52.5,5,5
2014,11,3,q2014-11-3,Elite Hunting,Elite Hunting,57,4,4
2014,12,3,q2014-12-3,Elite Hunting,Elite Hunting,44,10,10
2014,2,2,q2014-2-2,Elite Hunting,Elite Hunting,31.5,18,18
2014,3,3,q2014-3-3,Elite Hunting,Elite Hunting,57.5,5,5
2014,4,3,q2014-4-3,Elite Hunting,Elite Hunting,58,4,4
2014,5,3,q2014-5-3,Elite Hunting,Elite Hunting,43.5,17,17
2014,7,3,q2014-7-3,Elite Hunting,Elite Hunting,46.5,9,9
2014,8,3,q2014-8-3,Elite Hunting,Elite Hunting,53.5,10,10
2015,10,1,q2015-10-1,Elite Hunting,Elite Hunting,50,7,7
2015,1,3,q2015-1-3,Elite Hunting,Elite Hunting,51,6,6
2015,2,3,q2015-2-3,Elite Hunting,Elite Hunting,44,16,16
2015,3,3,q2015-3-3,Elite Hunting,Elite Hunting,41,14,14
2015,4,3,q2015-4-3,Elite Hunting,Elite Hunting,52,8,8
2015,5,3,q2015-5-3,Elite Hunting,Elite Hunting,52,5,5
2015,6,3,q2015-6-3,Elite Hunting,Elite Hunting,52.5,7,7
2015,7,3,q2015-7-3,Elite Hunting,Elite Hunting,38.5,18,18
2015,8,3,q2015-8-3,Elite Hunting,Elite Hunting,51.5,8,8
2014,11,1,q2014-11-1,Elsa Fear,,45.5,14,13
2012,6,3,q2012-6-3,Emily Blunt's Rhyming Conundrum,,58,1,1
2014,5,1,q2014-5-1,Enquiring Minds Want To Know!,,45,14,14
2012,7,1,q2012-7-1,Ephron in 60 Seconds,,59.5,3,3
2015,5,1,q2015-5-1,Errol Brown Bread,,64.5,1,1
2015,2,3,q2015-2-3,Every Breath Is A Victory,,44.5,15,15
2015,2,1,q2015-2-1,Everybody’s Talkin’ ‘Bout My Tight Pants,,43,22,22
2012,11,1,q2012-11-1,Everyone Sing Happy Birthday To Matt,,44.5,10,9
2013,12,3,q2013-12-3,"Everyone’s A Winner, Except Michael",,48,7,7
2014,7,2,q2014-7-2,Everything Is Cool When You’re Part Of A Team,,46.5,5,5
2014,7,2,q2014-7-2,"Everything’s Under Control, Situation Normal...",,39,13,13
2014,11,1,q2014-11-1,"Exit Left, Pursued By A Bear",,57,6,6
2013,8,3,q2013-8-3,Expecto Petroleum,,51,9,9
2013,5,2,q2013-5-2,F Scott Fitz My Balls,,39,12,12
2013,12,1,q2013-12-1,F.U. That’s Our Team Name,F.U. That’s Our Team Name,62.5,2,2
2015,10,1,q2015-10-1,F.U. That's Our Team Name,F.U. That’s Our Team Name,56.5,4,4
2015,4,1,q2015-4-1,F.U. That's Our Team Name,F.U. That’s Our Team Name,63.5,1,1
2015,5,1,q2015-5-1,F.U. That's Our Team Name,F.U. That’s Our Team Name,60.5,2,2
2015,8,1,q2015-8-1,F.U. That's Our Team Name,F.U. That’s Our Team Name,61,3,3
2013,3,2,q2013-3-2,Fact Hunt,,43,11,11
2013,4,2,q2013-4-2,Fact Hunt,,34.5,16,16
2013,5,2,q2013-5-2,Fact Hunt,,41.5,11,11
2013,6,2,q2013-6-2,Fact Hunt,,44.5,10,10
2014,12,3,q2014-12-3,Falcon Punch,,26,20,20
2014,7,2,q2014-7-2,Fantastic Four,,30.5,17,17
2015,5,1,q2015-5-1,Farage-ing Bull,,56,5,5
2015,1,3,q2015-1-3,Fassbender’s Shame,,41,15,15
2013,2,3,q2013-2-3,Fast And Furious,,38,13,13
2015,7,1,q2015-7-1,Fast And Veasey-ous,,48.5,8,8
2015,8,1,q2015-8-1,Fast And Veasey-ous 6,,59,5,5
2012,3,1,q2012-3-1,Fast Forward to the Good Bits,,28,20,20
2013,9,1,q2013-9-1,Fast Times At Ridgemont Highgate,,35.5,24,24
2014,8,1,q2014-8-1,Fat Kids Always Win At Seesaw,,52.5,13,13
2012,5,1,q2012-5-1,Fear and Loathing in Barnet,,33,22,22
2013,8,1,q2013-8-1,Fear And Loathing In Highgate,,28.5,22,22
2014,5,1,q2014-5-1,Fear And Loathing In The Assembly House,,54,8,8
2015,8,2,q2015-8-2,"Feeling Like A Ghost, No Swayze",,46,9,9
2014,10,2,q2014-10-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,42,10,10
2014,11,3,q2014-11-3,Fetch Me A Dinghy!,Fetch Me A Dinghy!,42,15,15
2014,7,2,q2014-7-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,31,16,16
2014,9,2,q2014-9-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,37.5,13,13
2015,1,2,q2015-1-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,37,12,12
2015,2,3,q2015-2-3,Fetch Me A Dinghy!,Fetch Me A Dinghy!,37,22,22
2015,3,2,q2015-3-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,36,15,15
2015,4,2,q2015-4-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,41,16,16
2015,5,1,q2015-5-1,Fetch Me A Dinghy!,Fetch Me A Dinghy!,47,17,17
2015,6,3,q2015-6-3,Fetch Me A Dinghy!,Fetch Me A Dinghy!,48,17,17
2015,7,3,q2015-7-3,Fetch Me A Dinghy!,Fetch Me A Dinghy!,39.5,15,15
2015,8,2,q2015-8-2,Fetch Me A Dinghy!,Fetch Me A Dinghy!,33.5,18,18
2015,9,3,q2015-9-3,Fetch Me A Dinghy!,Fetch Me A Dinghy!,44,14,14
2012,10,2,q2012-10-2,Field Of Screams,,32,13,13
2013,9,1,q2013-9-1,Fifty Shades Of Who Cares?!?!?,,51,5,5
2014,11,3,q2014-11-3,Film Tube,,38,19,19
2014,2,2,q2014-2-2,First Timers,,30.5,19,19
2012,10,1,q2012-10-1,Fisty The Snowman,,45,10,10
2012,4,1,q2012-4-1,Fisty The Snowman,,41.5,12,12
2012,7,1,q2012-7-1,Fisty The Snowman,,30,26,26
2015,7,2,q2015-7-2,"Five Years, No Wins!!!",,45.5,6,5
2014,9,1,q2014-9-1,Fix It In Post,,30.5,29,29
2014,10,3,q2014-10-3,Flapdoodle,Flapdoodle,42,15,15
2014,11,3,q2014-11-3,Flapdoodle,Flapdoodle,45,12,11
2014,12,3,q2014-12-3,Flapdoodle,Flapdoodle,43.5,11,11
2014,9,3,q2014-9-3,Flapdoodle,Flapdoodle,34,18,18
2015,1,3,q2015-1-3,Flapdoodle,Flapdoodle,43.5,11,11
2015,2,3,q2015-2-3,Flapdoodle,Flapdoodle,35,26,26
2015,4,3,q2015-4-3,Flapdoodle,Flapdoodle,48,12,11
2015,5,3,q2015-5-3,Flapdoodle,Flapdoodle,48,10,10
2015,6,3,q2015-6-3,Flapdoodle,Flapdoodle,48,18,17
2015,7,3,q2015-7-3,Flapdoodle,Flapdoodle,48,4,4
2015,8,3,q2015-8-3,Flapdoodle,Flapdoodle,51.5,9,8
2012,8,2,q2012-8-2,Flash Boredom,,39.5,16,16
2014,3,1,q2014-3-1,Fleshtromboner,,44.5,19,19
2014,4,1,q2014-4-1,Flying Camels,,24,31,31
2012,9,2,q2012-9-2,"For Ten You Get The Head, The Tail,The Whole Damn Donut",,44.5,6,6
2012,5,1,q2012-5-1,Fork Out Of Five,,55.5,4,4
2013,5,1,q2013-5-1,Forrest Gimp,,39.5,17,17
2014,11,2,q2014-11-2,Fortune And Glory,,54.5,4,4
2014,6,2,q2014-6-2,Four Easy Pieces,,34.5,17,17
2015,6,3,q2015-6-3,Four Greek-Speakers And An Irishman,,52.5,8,7
2012,10,1,q2012-10-1,Four Out Of Five,Four Out Of Five,55,3,3
2012,3,1,q2012-3-1,Four Out Of Five,Four Out Of Five,49.5,4,4
2012,4,1,q2012-4-1,Four Out Of Five,Four Out Of Five,46.5,8,8
2012,6,1,q2012-6-1,Four out Of Five,Four Out Of Five,56.5,2,2
2012,7,1,q2012-7-1,Four Out Of Five,Four Out Of Five,50,6,6
2012,8,1,q2012-8-1,Four Out Of Five,Four Out Of Five,54,3,3
2012,9,1,q2012-9-1,Four Out Of Five,Four Out Of Five,53,5,5
2013,10,1,q2013-10-1,Four Out Of Five,Four Out Of Five,53,8,8
2013,1,1,q2013-1-1,Four Out Of Five,Four Out Of Five,47,6,6
2013,11,1,q2013-11-1,Four Out Of Five,Four Out Of Five,49,6,6
2013,12,1,q2013-12-1,Four Out Of Five,Four Out Of Five,44.5,14,14
2013,3,1,q2013-3-1,Four Out Of Five,Four Out Of Five,49.5,6,6
2013,5,1,q2013-5-1,Four Out Of Five,Four Out Of Five,56.5,5,5
2013,6,1,q2013-6-1,Four Out Of Five,Four Out Of Five,48,5,5
2013,7,1,q2013-7-1,Four Out Of Five,Four Out Of Five,53.5,8,7
2013,8,1,q2013-8-1,Four Out Of Five,Four Out Of Five,51,9,9
2013,9,1,q2013-9-1,Four Out Of Five,Four Out Of Five,51,6,5
2014,2,1,q2014-2-1,Four Out Of Five,Four Out Of Five,46.5,14,14
2014,5,1,q2014-5-1,Four Out Of Five,Four Out Of Five,48.5,13,12
2014,6,1,q2014-6-1,Four Out Of Five,Four Out Of Five,59.5,7,7
2014,7,1,q2014-7-1,Four Out Of Five,Four Out Of Five,50,4,4
2014,9,1,q2014-9-1,Four Out Of Five,Four Out Of Five,44,17,17
2015,10,1,q2015-10-1,Four Out Of Five,Four Out Of Five,48.5,9,9
2015,1,1,q2015-1-1,Four Out Of Five,Four Out Of Five,56.5,4,4
2015,2,1,q2015-2-1,Four Out Of Five,Four Out Of Five,50.5,9,9
2015,3,1,q2015-3-1,Four Out Of Five,Four Out Of Five,48,13,13
2015,6,1,q2015-6-1,Four Out Of Five,Four Out Of Five,59,6,6
2013,10,3,q2013-10-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,38,12,12
2013,11,3,q2013-11-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,44,12,12
2013,12,3,q2013-12-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,42,10,10
2013,9,3,q2013-9-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,41.5,12,12
2014,10,3,q2014-10-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,49,9,9
2014,11,3,q2014-11-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,41,16,16
2014,12,3,q2014-12-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,58,3,3
2014,2,3,q2014-2-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,33,17,17
2014,3,3,q2014-3-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,50,12,12
2014,4,3,q2014-4-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,49,11,11
2014,6,3,q2014-6-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,42.5,10,10
2014,7,3,q2014-7-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,45.5,11,11
2014,9,3,q2014-9-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,43.5,11,11
2015,1,3,q2015-1-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,47.5,8,8
2015,2,3,q2015-2-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,47,11,10
2015,3,3,q2015-3-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,45,9,9
2015,4,3,q2015-4-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,45,14,14
2015,5,3,q2015-5-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,51,6,6
2015,6,3,q2015-6-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,50,11,11
2015,7,3,q2015-7-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,47.5,6,6
2015,8,3,q2015-8-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,49.5,10,10
2015,9,3,q2015-9-3,Fozzie Bear & The Moopets,Fozzie Bear & The Moopets,50,7,7
2012,9,1,q2012-9-1,Frangry,,16.5,30,30
2013,11,1,q2013-11-1,Fred & Ginger,,44,12,12
2013,4,2,q2013-4-2,Freddie Starr ATM’d My Hamster,,41.5,13,12
2014,5,1,q2014-5-1,Free Bar Until 10pm,,43,19,18
2014,9,3,q2014-9-3,French Bouffes,,38,15,15
2015,4,3,q2015-4-3,French Fries,,38.5,20,20
2012,10,2,q2012-10-2,Friday The 13th Part VIII: Jason Takes a Donut,,46,3,3
2013,3,1,q2013-3-1,Fried Green Mars Bars At The Whistlestop Café,,38.5,18,18
2012,7,1,q2012-7-1,Frog Feed Fred,,32,25,25
2013,4,3,q2013-4-3,Froggies,,38.5,21,21
2014,4,3,q2014-4-3,From Paris To Hackney (And Every Disco I Go In),,22,24,24
2013,3,3,q2013-3-3,Frosties Are Great,,33,22,21
2013,9,3,q2013-9-3,Fry Me A Liver,,40.5,13,13
2015,2,1,q2015-2-1,FU That’s Our Team Name,F.U. That’s Our Team Name,65,1,1
2013,12,1,q2013-12-1,FU_K   TH_S (Fill In The Blanks),,48.5,10,10
2015,1,1,q2015-1-1,Fuck Me! That’s My Team Name!,,23,25,25
2015,9,1,q2015-9-1,Fuck Me!! That's My Team Name!!,,26,23,23
2012,9,3,q2012-9-3,Fuck Off Ivan - It's Alive!,,40,12,12
2012,8,3,q2012-8-3,Fuck Off Ivan!,,31,16,16
2014,6,1,q2014-6-1,Fuck You! That’s Our Team Name!,F.U. That’s Our Team Name,62.5,2,2
2014,11,1,q2014-11-1,"Fuck You, That’s Our Team Name",F.U. That’s Our Team Name,59.5,3,3
2014,4,1,q2014-4-1,"Fuck You, That’s Our Team Name!",F.U. That’s Our Team Name,57.5,5,5
2015,1,1,q2015-1-1,"Fuck, Mary, Kill: Liam Neeson, Steven Spielberg, The Iron Giant",,42,17,17
2013,11,1,q2013-11-1,"Fuckin' Arse To Mouth, Man",,47,8,8
2012,10,3,q2012-10-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,54,2,2
2012,3,1,q2012-3-1,Fuckin' Clown Shoes,Fuckin' Clown Shoes,49,5,5
2012,4,3,q2012-4-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,54.5,4,3
2012,5,3,q2012-5-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,52,2,2
2012,7,3,q2012-7-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,61.5,1,1
2013,1,3,q2013-1-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,53.5,3,3
2013,2,3,q2013-2-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,46,8,7
2013,3,3,q2013-3-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,49,12,12
2013,5,3,q2013-5-3,Fuckin' Clown Shoes,Fuckin' Clown Shoes,52.5,6,6
2014,8,3,q2014-8-3,Full Blue Buddies,,31,24,24
2015,6,1,q2015-6-1,Full Metal Dosa,,50.5,14,14
2014,6,1,q2014-6-1,Fun With Flags,,46.5,19,19
2012,2,1,q2012-2-1,FYI Fabio Capello Just Resigned,,48,12,12
2014,4,1,q2014-4-1,Gable & Lombard,,22.5,33,33
2013,3,1,q2013-3-1,"Game Of Thrones, Boobs, Flashes Of Vag And Occasional Penis",,33.5,22,22
2014,6,1,q2014-6-1,Gandalf’s Memory Stick,,52.5,12,12
2012,6,2,q2012-6-2,Geeks of Hazzard,,44,7,7
2013,3,2,q2013-3-2,Geeks of Hazzard,,45.5,8,8
2015,1,2,q2015-1-2,Gentle Benson,,36.5,13,13
2014,4,2,q2014-4-2,George Clooney’s Disappointed Boyfriend,,45.5,8,8
2013,6,3,q2013-6-3,George Clowney,,45.5,6,6
2012,4,1,q2012-4-1,George Lucas's Howard The Duck,,38.5,14,14
2013,1,3,q2013-1-3,Gerard Butler’s Fan Club,,31,17,17
2015,1,2,q2015-1-2,German for ‘no’,,41,11,11
2014,4,2,q2014-4-2,Germanity,,26,13,13
2013,4,3,q2013-4-3,Get Composting And Turn Your Waste Into Garden Fertiliser,,43,14,14
2012,11,3,q2012-11-3,Get Michael,,44.5,11,11
2015,1,3,q2015-1-3,Get Off My Plane!,,43.5,12,11
2014,5,1,q2014-5-1,Get Tight Dave!!,,28,25,25
2014,9,2,q2014-9-2,Get To The Chopper,,29,16,16
2014,2,1,q2014-2-1,Ghostbusters,,4,32,32
2014,8,1,q2014-8-1,Ghostbusters,,41,24,24
2014,2,1,q2014-2-1,Gimme Head Till I’m Dead,,44.5,18,18
2013,6,3,q2013-6-3,Gindiana Jones,,37,11,11
2013,4,1,q2013-4-1,Ginger Ninjas,,35,11,11
2014,8,1,q2014-8-1,"Give Me A ‘B’ Please, Bob",,41,25,24
2015,3,2,q2015-3-2,Glenn Close But No Cigar,,29.5,19,19
2012,4,1,q2012-4-1,Glitter Muffin Lunchers,,23,18,18
2014,3,3,q2014-3-3,Gnu,,46,16,15
2013,11,1,q2013-11-1,Go Go Robo-Wrestlers,,37,13,13
2013,4,1,q2013-4-1,Go K&J;!,,20.5,18,18
2013,6,3,q2013-6-3,Goat Love,,35,14,14
2015,8,1,q2015-8-1,God-Cilla vs Arfur Daley: The Don't Live,,64.5,1,1
2014,5,3,q2014-5-3,Godzilla’s Blowback,,52.5,9,9
2014,9,3,q2014-9-3,Going Dutch,,39.5,14,14
2013,11,2,q2013-11-2,Going Solo,,37,16,16
2013,12,1,q2013-12-1,"Goldblum, Frankincense & Myrr",,43,18,18
2014,12,3,q2014-12-3,Goldblume Riding A Unicorn,,51.5,8,8
2014,10,3,q2014-10-3,Goldilocks & The Two Bears,,38.5,19,19
2014,6,3,q2014-6-3,Gone In Sixty Seconds With The Titanic,Gone With The Titanic,45.5,7,7
2014,12,3,q2014-12-3,Gone With The Ding Dong Merrily On High-tanic,Gone With The Titanic,53.5,6,6
2012,12,3,q2012-12-3,Gone With The Mince Pie-Tanic,Gone With The Titanic,33,19,19
2013,2,3,q2013-2-3,Gone With The Nazi Titanic,Gone With The Titanic,43.5,10,10
2012,10,3,q2012-10-3,Gone With The Titanic,Gone With The Titanic,29.5,19,19
2012,7,3,q2012-7-3,Gone With The Titanic,Gone With The Titanic,29.5,9,9
2012,9,3,q2012-9-3,Gone With The Titanic,Gone With The Titanic,36,13,13
2013,10,3,q2013-10-3,Gone With The Titanic,Gone With The Titanic,51,5,5
2013,11,3,q2013-11-3,Gone With The Titanic,Gone With The Titanic,47,8,7
2013,12,3,q2013-12-3,Gone With The Titanic,Gone With The Titanic,55.5,4,3
2013,1,3,q2013-1-3,Gone With The Titanic,Gone With The Titanic,32,16,16
2013,4,3,q2013-4-3,Gone With The Titanic,Gone With The Titanic,44.5,10,10
2013,7,3,q2013-7-3,Gone With The Titanic,Gone With The Titanic,40,19,19
2013,9,3,q2013-9-3,Gone With The Titanic,Gone With The Titanic,46,8,7
2014,8,3,q2014-8-3,Gone With The Titanic,Gone With The Titanic,53,11,11
2014,9,3,q2014-9-3,Gone With The Titanic,Gone With The Titanic,45,10,10
2015,3,3,q2015-3-3,Gone With The Titanic,Gone With The Titanic,46,8,8
2015,5,3,q2015-5-3,Gone With The Titanic,Gone With The Titanic,42,13,13
2015,6,3,q2015-6-3,Gone With The Titanic,Gone With The Titanic,50.5,10,10
2015,7,3,q2015-7-3,Gone With The Titanic,Gone With The Titanic,42,11,11
2015,9,3,q2015-9-3,Gone With The Titanic,Gone With The Titanic,49,9,9
2012,11,3,q2012-11-3,"Gone With The Titanic/Frankly My Dear, Glug, Glug, Glug",Gone With The Titanic,43,17,17
2012,10,2,q2012-10-2,Gonna Need A Better Team,,24,19,19
2013,1,2,q2013-1-2,Gonna Need A Bigger Team,,44.5,8,8
2015,7,2,q2015-7-2,Gonna Need Some Bigger Clues,,46.5,4,4
2014,7,3,q2014-7-3,Good ‘Will’ Hunting,,47,8,8
2014,9,1,q2014-9-1,Good Mourning Vietnam,,55,5,5
2015,4,2,q2015-4-2,Goodfellas,,33,19,19
2015,7,3,q2015-7-3,Grease 3: The Bailout,,42,12,11
2012,9,2,q2012-9-2,Great Scott?,,56.5,1,1
2014,10,2,q2014-10-2,Green Screen Warriors,,42,11,10
2014,7,2,q2014-7-2,Green Screen Warriors,,47.5,4,4
2014,8,2,q2014-8-2,Green Screen Warriors,,57.5,5,5
2014,3,3,q2014-3-3,Greenwich Rivals,,46,17,15
2013,11,3,q2013-11-3,Grosse Point Wank,,46,10,9
2014,2,2,q2014-2-2,Groundhog Pigfuck,,53.5,4,4
2015,7,2,q2015-7-2,Grundingo! Terror Of The West,,47,3,3
2014,12,1,q2014-12-1,Guardians Of The Galaxy Caramel,,40.5,22,22
2014,12,3,q2014-12-3,Guardians Of The Kit-Kat,,34.5,18,18
2013,3,1,q2013-3-1,Guess Hugo’s Not Coming To Dinner,,42,10,10
2013,1,2,q2013-1-2,Guestimate,,36,14,14
2015,1,1,q2015-1-1,Hack To The Future,,60,1,1
2014,2,3,q2014-2-3,Hackney Buyers Club,,51,7,7
2013,10,2,q2013-10-2,Hair (+) Tom,,28,18,18
2012,8,2,q2012-8-2,"Halal, Is It Meat You’re Looking For?",,33.5,22,21
2013,5,3,q2013-5-3,Half Of The Rodents Of Unusual Size,,45,11,11
2015,10,1,q2015-10-1,Hanks For Nothing,,34.5,21,21
2015,4,1,q2015-4-1,Hanks For The Memories,,41.5,25,25
2013,3,3,q2013-3-3,Hansel and Regrettal,,57.5,2,2
2014,6,3,q2014-6-3,Harrison’s Broken Ankle,,58,3,2
2012,3,1,q2012-3-1,Harry Potter and the Devon & Cornwall Tourist Board Guide to Guest Accommodation in St Ives,,40.5,13,13
2012,2,1,q2012-2-1,Harry Redknapp and the Half-Paid Tax,,58,2,2
2012,5,1,q2012-5-1,Harry Rednapp and the Deathly Silence,,61,1,1
2012,7,2,q2012-7-2,Harry The Spider Pirate In Black 4,,47.5,8,8
2013,8,3,q2013-8-3,Heisenberg’s Heroes,,45,12,12
2012,12,1,q2012-12-1,Here's To Swimming With Bow-Legged Women,,39.5,17,17
2012,12,1,q2012-12-1,"He's Not An Innocent Person, He's a Daily Mail Reader",,45.5,8,8
2013,3,1,q2013-3-1,Heterosexual Gnomes,,41,14,14
2013,8,3,q2013-8-3,Hey Blinkin!,,45.5,11,11
2012,7,1,q2012-7-1,Higg's Boner,,46.5,10,9
2014,5,3,q2014-5-3,High Production Values,,56.5,5,5
2015,2,1,q2015-2-1,High Scorsese,,28,29,29
2015,3,2,q2015-3-2,Hilarious Pun,,47,6,6
2014,4,3,q2014-4-3,Hogwarts Bukkake,,53,8,8
2015,4,3,q2015-4-3,Hollygolightly,,45,15,14
2014,10,3,q2014-10-3,Honey I Shrunk Their Brains,,27,22,22
2012,5,1,q2012-5-1,Honky Grandma Be Trippin',,45.5,12,12
2014,4,2,q2014-4-2,Hooray For The Overground,,46,7,7
2012,6,2,q2012-6-2,Hope There’s A Sports Round Soon,,42,9,9
2015,7,1,q2015-7-1,Horner's Mourners,,54.5,3,3
2012,8,2,q2012-8-2,Hot Chilli Almonds,,49,6,6
2015,10,1,q2015-10-1,Hot Pub Time Machine,,39,15,15
2014,5,1,q2014-5-1,"Houston, We Have A Problem!",,35,24,24
2015,5,2,q2015-5-2,How Do You Like Them Apples,,45,14,13
2012,12,3,q2012-12-3,Howl's Moving Arsehole,Howl's Moving Arsehole,47,10,10
2013,1,1,q2013-1-1,Howl's Moving Arsehole,Howl's Moving Arsehole,37.5,10,10
2013,12,1,q2013-12-1,Howl's Moving Arsehole,Howl's Moving Arsehole,48.5,11,10
2013,7,1,q2013-7-1,Howl's Moving Arsehole,Howl's Moving Arsehole,46.5,13,13
2013,8,1,q2013-8-1,Howl's Moving Arsehole,Howl's Moving Arsehole,53.5,7,7
2014,12,1,q2014-12-1,Howl's Moving Arsehole,Howl's Moving Arsehole,30,29,29
2014,3,1,q2014-3-1,Howl's Moving Arsehole,Howl's Moving Arsehole,37,28,28
2013,3,1,q2013-3-1,Hugo Fuck Yourself,,54,4,4
2013,11,1,q2013-11-1,Hugo Lloris’s Memory,,30.5,15,15
2012,7,1,q2012-7-1,Hunger Games 2: Die Hungrier,,39,18,18
2013,8,2,q2013-8-2,I Am Donut!,,42.5,11,11
2013,7,3,q2013-7-3,I Am Siege Face,,41.5,16,16
2015,2,1,q2015-2-1,I Can Eat A Peach For Hours,,62,2,2
2012,8,2,q2012-8-2,I Can’t Understand Bane,,51,5,5
2015,4,1,q2015-4-1,I Carried A Watermelon?!,,35,28,28
2014,7,1,q2014-7-1,I Could’ve Been A Participant,,21.5,23,23
2012,11,2,q2012-11-2,I Drink Your Milkshake,I Drink Your Milkshake,46.5,9,9
2012,6,2,q2012-6-2,I Drink Your Milkshake,I Drink Your Milkshake,44.5,6,6
2012,7,2,q2012-7-2,I Drink Your Milkshake,I Drink Your Milkshake,47,9,9
2012,8,2,q2012-8-2,I Drink Your Milkshake,I Drink Your Milkshake,54,2,2
2013,11,2,q2013-11-2,I Drink Your Milkshake,I Drink Your Milkshake,46.5,8,8
2013,3,2,q2013-3-2,I Drink Your Milkshake,I Drink Your Milkshake,51,4,4
2013,8,2,q2013-8-2,I Drink Your Milkshake,I Drink Your Milkshake,62.5,3,3
2015,5,2,q2015-5-2,I Hate This Table,,46.5,10,10
2013,2,3,q2013-2-3,I Hate Tuesdays,,38.5,12,12
2014,5,2,q2014-5-2,I Heart A Montage,,55,4,4
2013,8,2,q2013-8-2,I Hope It’s A ‘Short Round’,,61,4,4
2014,2,1,q2014-2-1,I Know What You Arse To Mouthed Last Summer,,44.5,19,18
2015,9,3,q2015-9-3,I Like To Touch Myself At Night,,49,10,9
2013,7,3,q2013-7-3,I Like Your Film T-shirt,,36,23,23
